"serial","orthography","klattese","frequency","stratum","density"
20788,"밀반입","milbanib",18,"sino",0
20789,"배양액","bEAGEg",18,"sino",0
20790,"발해만","balhEman",18,"sino",0
20791,"박장대소","bagzaGdEso",18,"sino",0
20792,"방향제","baGhAGzE",18,"sino",0
20793,"발문","balmun",18,"sino",4
20794,"배심원","bEsimwn",18,"sino",0
20795,"번식기","b^nsiggi",18,"sino",0
20796,"번지수","b^nzisu",18,"sino",0
20797,"번역극","b^nVggxg",18,"sino",0
20798,"배출구","bEculgu",18,"sino",0
20799,"백안","bEgan",18,"sino",13
20800,"범선","b^ms^n",18,"sino",4
20801,"부목","bumog",18,"sino",9
20802,"변심","bVnsim",18,"sino",2
20803,"봉직","boGzig",18,"sino",7
20804,"벽감","bVggam",18,"sino",1
20805,"불탑","bultab",18,"sino",1
20806,"복간","boggan",18,"sino",7
20807,"부황","buhWG",18,"sino",7
20808,"불편부당","bulpVnbudaG",18,"sino",0
20809,"비창","bicaG",18,"sino",4
20810,"불로초","bulloco",18,"sino",0
20811,"비상시국","bisaGsigug",18,"sino",0
20812,"사계","sagJ",18,"sino",18
20813,"비품","bipum",18,"sino",2
20814,"삼계탕","samgJtaG",18,"sino",0
20815,"사만","saman",18,"sino",16
20816,"상공인","saGgoGin",18,"sino",0
20817,"삼천포","samc^npo",18,"sino",0
20818,"삽시","sabsi",18,"sino",4
20819,"사적지","saz^gzi",18,"sino",0
20820,"산동","sandoG",18,"sino",9
20821,"산발","sanbal",18,"sino",8
20822,"생부","sEGbu",18,"sino",8
20823,"세실","sEsil",18,"sino",11
20824,"석회질","s^gh@zil",18,"sino",0
20825,"상벌","saGb^l",18,"sino",4
20826,"생래","sEGlE",18,"sino",4
20827,"성도","s^Gdo",18,"sino",13
20828,"선금","s^ngxm",18,"sino",3
20829,"섬멸","s^mmVl",18,"sino",0
20830,"선이","s^ni",18,"sino",23
20831,"세모","sEmo",18,"sino",15
20832,"석좌","s^gzW",18,"sino",5
20833,"송화강","soGhWgaG",18,"sino",0
20834,"성심","s^Gsim",18,"sino",4
20835,"송가","soGga",18,"sino",15
20836,"소연방","soVnbaG",18,"sino",0
20837,"수평면","supVGmVn",18,"sino",0
20838,"수술대","susuldE",18,"sino",0
20839,"신생국","sinsEGgug",18,"sino",0
20840,"수집상","suzibsaG",18,"sino",1
20841,"시공간","sigoGgan",18,"sino",0
20842,"시음","sixm",18,"sino",11
20843,"수성","sus^G",18,"sino",17
20844,"시대사","sidEsa",18,"sino",1
20845,"식물인간","sigmulingan",18,"sino",0
20846,"실비","silbi",18,"sino",11
20847,"신곡","singog",18,"sino",5
20848,"실상사","silsaGsa",18,"sino",1
20849,"신포","sinpo",18,"sino",6
20850,"실외","sil@",18,"sino",12
20851,"악기점","aggiz^m",18,"sino",0
20852,"아사달","asadal",18,"sino",0
20853,"아전인수","az^ninsu",18,"sino",0
20854,"암흑시대","amhxgsidE",18,"sino",0
20855,"야적장","Az^gzaG",18,"sino",1
20856,"암산","amsan",18,"sino",10
20857,"양육비","AGUgbi",18,"sino",0
20858,"어마","^ma",18,"sino",21
20859,"여성복","Vs^Gbog",18,"sino",1
20860,"연등","VndxG",18,"sino",4
20861,"여탕","VtaG",18,"sino",7
20862,"연골","Vngol",18,"sino",4
20863,"여실","Vsil",18,"sino",5
20864,"여막","Vmag",18,"sino",10
20865,"양부","AGbu",18,"sino",6
20866,"여독","Vdog",18,"sino",8
20867,"영동군","VGdoGgun",18,"sino",0
20868,"엽록소","Vblogso",18,"sino",0
20869,"영락","VGlag",18,"sino",5
20870,"연합","Vnhab",18,"sino",3
20871,"영복","VGbog",18,"sino",4
20872,"엽차","Vbca",18,"sino",6
20873,"우백호","ubEgho",18,"sino",1
20874,"우윤","uUn",18,"sino",7
20875,"월명","wlmVG",18,"sino",2
20876,"위지","&zi",18,"sino",21
20877,"유속","Usog",18,"sino",13
20878,"음독","xmdog",18,"sino",3
20879,"읍소","xbso",18,"sino",4
20880,"위장관","&zaGgWn",18,"sino",1
20881,"유태교","UtEgO",18,"sino",1
20882,"이병기","ibVGgi",18,"sino",0
20883,"원성왕","wns^GWG",18,"sino",0
20884,"윤곽선","UngWgs^n",18,"sino",0
20885,"이반","iban",18,"sino",22
20886,"육친","Ugcin",18,"sino",2
20887,"유찰","Ucal",18,"sino",5
20888,"일정표","ilz^GpO",18,"sino",1
20889,"은공","xngoG",18,"sino",4
20890,"입학금","ibhaggxm",18,"sino",0
20891,"이환","ihWn",18,"sino",15
20892,"일인자","ilinza",18,"sino",1
20893,"인니","inni",18,"sino",8
20894,"인지세","inzisE",18,"sino",0
20895,"임지","imzi",18,"sino",19
20896,"장악력","zaGaglVg",18,"sino",0
20897,"장주","zaGzu",18,"sino",18
20898,"장죽","zaGzug",18,"sino",6
20899,"장항","zaGhaG",18,"sino",6
20900,"장의","zaGI",18,"sino",15
20901,"자치구","zacigu",18,"sino",1
20902,"전무후무","z^nmuhumu",18,"sino",0
20903,"전초","z^nco",18,"sino",13
20904,"정부미","z^Gbumi",18,"sino",0
20905,"조형미","zohVGmi",18,"sino",0
20906,"정좌","z^GzW",18,"sino",9
20907,"정중부","z^GzuGbu",18,"sino",0
20908,"조황","zohWG",18,"sino",7
20909,"정청","z^Gc^G",18,"sino",6
20910,"제야","zEA",18,"sino",22
20911,"죽창","zugcaG",18,"sino",2
20912,"주홍색","zuhoGsEg",18,"sino",1
20913,"지명전","zimVGz^n",18,"sino",0
20914,"중차대","zuGcadE",18,"sino",0
20915,"주저주저","zuz^zuz^",18,"sino",0
20916,"중압","zuGab",18,"sino",2
20917,"주간부","zuganbu",18,"sino",0
20918,"진안","zinan",18,"sino",17
20919,"중미","zuGmi",18,"sino",9
20920,"진액","zinEg",18,"sino",7
20921,"진흥회","zinhxGh@",18,"sino",0
20922,"지휘소","zih&so",18,"sino",0
20923,"진즉","zinzxg",18,"sino",3
20924,"찬연","canVn",18,"sino",7
20925,"찬성표","cans^GpO",18,"sino",0
20926,"청청","c^Gc^G",18,"sino",4
20927,"참의","camI",18,"sino",7
20928,"처첩","c^c^b",18,"sino",1
20929,"총천연색","coGc^nVnsEg",18,"sino",0
20930,"첨성대","c^ms^GdE",18,"sino",0
20931,"초대권","codEgwn",18,"sino",0
20932,"청천강","c^Gc^ngaG",18,"sino",0
20933,"촉매제","cogmEzE",18,"sino",0
20934,"청군","c^Ggun",18,"sino",8
20935,"청부업자","c^Gbu^bza",18,"sino",0
20936,"철학가","c^lhagga",18,"sino",2
20937,"추천서","cuc^ns^",18,"sino",0
20938,"최현배","c@hVnbE",18,"sino",0
20939,"친자","cinza",18,"sino",11
20940,"출신자","culsinza",18,"sino",0
20941,"탈영병","talVGbVG",18,"sino",0
20942,"통시","toGsi",18,"sino",9
20943,"탁상시계","tagsaGsigJ",18,"sino",0
20944,"태릉","tElxG",18,"sino",0
20945,"퇴간","t@gan",18,"sino",3
20946,"판매소","panmEso",18,"sino",2
20947,"풍류도","puGlUdo",18,"sino",0
20948,"표창장","pOcaGzaG",18,"sino",0
20949,"표징","pOziG",18,"sino",3
20950,"포목","pomog",18,"sino",7
20951,"한류","hanlU",18,"sino",5
20952,"피살자","pisalza",18,"sino",0
20953,"풍채","puGcE",18,"sino",2
20954,"학생복","hagsEGbog",18,"sino",0
20955,"피란","pilan",18,"sino",8
20956,"함북","hambug",18,"sino",2
20957,"풍악","puGag",18,"sino",1
20958,"협문","hVbmun",18,"sino",1
20959,"해구신","hEgusin",18,"sino",1
20960,"환도","hWndo",18,"sino",7
20961,"홍등가","hoGdxGga",18,"sino",0
20962,"화행","hWhEG",18,"sino",5
20963,"혼합물","honhabmul",18,"sino",0
20964,"혼수품","honsupum",18,"sino",0
20965,"혼혈아","honhVla",18,"sino",1
20966,"호쾌","hok@",18,"sino",1
20967,"효경","hOgVG",18,"sino",1
20968,"가입비","gaibbi",18,"sino",0
20969,"흥덕왕","hxGd^gWG",18,"sino",0
20970,"회정","h@z^G",18,"sino",10
20971,"가작","gazag",18,"sino",16
20972,"각개","gaggE",18,"sino",6
20973,"개풍군","gEpuGgun",18,"sino",0
20974,"경로당","gVGlodaG",18,"sino",0
20975,"건축법","g^ncugb^b",18,"sino",0
20976,"결장","gVlzaG",18,"sino",5
20977,"격류","gVglU",18,"sino",3
20978,"교도대","gOdodE",18,"sino",0
20979,"공설","goGs^l",18,"sino",2
20980,"거봉","g^boG",18,"sino",7
20981,"광휘","gWGh&",18,"sino",0
20982,"고복","gobog",18,"sino",16
20983,"관부","gWnbu",18,"sino",10
20984,"관악기","gWnaggi",18,"sino",0
20985,"관기","gWngi",18,"sino",8
20986,"경포대","gVGpodE",18,"sino",0
20987,"관물","gWnmul",18,"sino",3
20988,"금상","gxmsaG",18,"sino",9
20989,"내습","nEsxb",18,"sino",1
20990,"기전","giz^n",18,"sino",19
20991,"노친","nocin",18,"sino",3
20992,"노획","noh@g",18,"sino",2
20993,"능욕","nxGOg",18,"sino",1
20994,"도야","doA",18,"sino",21
20995,"동치","doGci",18,"sino",15
20996,"독지가","dogziga",18,"sino",1
20997,"단말마","danmalma",18,"sino",0
20998,"동토","doGto",18,"sino",9
20999,"도료","dolO",18,"sino",13
21000,"등위","dxG&",18,"sino",7
21001,"동병상련","doGbVGsaGlVn",18,"sino",0
21002,"등용문","dxGOGmun",18,"sino",0
21003,"명궁","mVGguG",18,"sino",2
21004,"미개인","migEin",18,"sino",0
21005,"매음","mExm",18,"sino",5
21006,"무용극","muOGgxg",18,"sino",0
21007,"묘수","mOsu",18,"sino",7
21008,"목성","mogs^G",18,"sino",6
21009,"목각","moggag",18,"sino",4
21010,"모집인","mozibin",18,"sino",0
21011,"묘향산","mOhAGsan",18,"sino",0
21012,"사육장","saUgzaG",18,"sino",0
21013,"삼강","samgaG",18,"sino",7
21014,"서훈","s^hun",18,"sino",7
21015,"상객","saGgEg",18,"sino",4
21016,"소강","sogaG",18,"sino",16
21017,"수라","sula",18,"sino",23
21018,"소모품","somopum",18,"sino",0
21019,"습","sxb",18,"sino",8
21020,"시심","sisim",18,"sino",15
21021,"신경과민","singVGgWmin",18,"sino",0
21022,"신열","sinVl",18,"sino",5
21023,"신관","singWn",18,"sino",4
21024,"애연가","EVnga",18,"sino",1
21025,"약봉지","AgboGzi",18,"sino",0
21026,"약혼식","Aghonsig",18,"sino",0
21027,"언어관","^n^gWn",18,"sino",0
21028,"암거래","amg^lE",18,"sino",0
21029,"양단","AGdan",18,"sino",8
21030,"연감","Vngam",18,"sino",7
21031,"양란","AGlan",18,"sino",5
21032,"어부지리","^buzili",18,"sino",0
21033,"예심","Jsim",18,"sino",6
21034,"연착","Vncag",18,"sino",6
21035,"영치금","VGcigxm",18,"sino",0
21036,"오성","os^G",18,"sino",22
21037,"유곽","UgWg",18,"sino",7
21038,"우와","uW",18,"sino",26
21039,"일거수일투족","ilg^suiltuzog",18,"sino",0
21040,"응보","xGbo",18,"sino",7
21041,"의아심","Iasim",18,"sino",1
21042,"의절","Iz^l",18,"sino",9
21043,"을지문덕","xlzimund^g",18,"sino",0
21044,"외소주방","@sozubaG",18,"sino",0
21045,"음용수","xmOGsu",18,"sino",0
21046,"자유도","zaUdo",18,"sino",0
21047,"입출금","ibculgxm",18,"sino",0
21048,"자유의사","zaUIsa",18,"sino",1
21049,"일본도","ilbondo",18,"sino",1
21050,"인류애","inlUE",18,"sino",2
21051,"자가당착","zagadaGcag",18,"sino",0
21052,"월악산","wlagsan",18,"sino",0
21053,"인사이동","insaidoG",18,"sino",0
21054,"작약","zagAg",18,"sino",7
21055,"입지전","ibziz^n",18,"sino",0
21056,"자탄","zatan",18,"sino",8
21057,"작렬","zaglVl",18,"sino",4
21058,"작파","zagpa",18,"sino",6
21059,"재료비","zElObi",18,"sino",0
21060,"장수왕","zaGsuWG",18,"sino",0
21061,"재론","zElon",18,"sino",7
21062,"전해질","z^nhEzil",18,"sino",0
21063,"정찰기","z^Gcalgi",18,"sino",0
21064,"조급증","zogxbzxG",18,"sino",0
21065,"지방세법","zibaGsEb^b",18,"sino",0
21066,"정양원","z^GAGwn",18,"sino",0
21067,"진동수","zindoGsu",18,"sino",0
21068,"진외가","zin@ga",18,"sino",1
21069,"지축","zicug",18,"sino",7
21070,"중식","zuGsig",18,"sino",9
21071,"종친","zoGcin",18,"sino",1
21072,"찬자","canza",18,"sino",14
21073,"천지개벽","c^nzigEbVg",18,"sino",0
21074,"청상","c^GsaG",18,"sino",10
21075,"창작물","caGzagmul",18,"sino",0
21076,"칠백","cilbEg",18,"sino",1
21077,"창도","caGdo",18,"sino",9
21078,"총기","coGgi",18,"sino",11
21079,"토성","tos^G",18,"sino",13
21080,"통성명","toGs^GmVG",18,"sino",0
21081,"탑승객","tabsxGgEg",18,"sino",0
21082,"해열제","hEVlzE",18,"sino",0
21083,"평등주의","pVGdxGzuI",18,"sino",0
21084,"판막","panmag",18,"sino",1
21085,"학술원","hagsulwn",18,"sino",0
21086,"피폭","pipog",18,"sino",0
21087,"해금강","hEgxmgaG",18,"sino",0
21088,"평안남도","pVGannamdo",18,"sino",0
21089,"한학","hanhag",18,"sino",6
21090,"폭발음","pogbalxm",18,"sino",0
21091,"혜능","hJnxG",18,"sino",2
21092,"풍진","puGzin",18,"sino",2
21093,"풍작","puGzag",18,"sino",4
21094,"함자","hamza",18,"sino",11
21095,"혼연일체","honVnilcE",18,"sino",0
21096,"혈우병","hVlubVG",18,"sino",0
21097,"후미","humi",18,"sino",15
21098,"혈투","hVltu",18,"sino",1
21099,"회향","h@hAG",18,"sino",3
21100,"현행범","hVnhEGb^m",18,"sino",0
21101,"환금","hWngxm",18,"sino",4
21102,"환약","hWnAg",18,"sino",5
21103,"회칙","h@cig",18,"sino",2
21104,"산자부","sanzabu",18,"sino",0
21105,"판촉물","pancogmul",18,"sino",0
21106,"포상금","posaGgxm",18,"sino",1
21107,"완파","Wnpa",18,"sino",2
21108,"고사장","gosazaG",18,"sino",2
21109,"대졸자","dEzolza",18,"sino",0
21110,"법망","b^bmaG",18,"sino",1
21111,"방송극","baGsoGgxg",18,"sino",1
21112,"병색","bVGsEg",18,"sino",5
21113,"백차","bEgca",18,"sino",8
21114,"배차","bEca",18,"sino",11
21115,"별종","bVlzoG",18,"sino",3
21116,"본대","bondE",18,"sino",10
21117,"비분강개","bibungaGgE",18,"sino",0
21118,"변호사법","bVnhosab^b",18,"sino",0
21119,"봉건주의","boGg^nzuI",18,"sino",0
21120,"불임증","bulimzxG",18,"sino",0
21121,"사거리","sag^li",18,"sino",0
21122,"사석","sas^g",18,"sino",16
21123,"끼끗","QiQxs",18,"native",2
21124,"가르마","galxma",18,"native",1
21125,"고니","goni",18,"native",24
21126,"관솔","gWnsol",18,"native",0
21127,"근디","gxndi",18,"native",6
21128,"검불","g^mbul",18,"native",4
21129,"꼬방","QobaG",18,"native",8
21130,"넝마","n^Gma",18,"native",0
21131,"동티","doGti",18,"native",8
21132,"뚜","Du",18,"native",36
21133,"땡삐","DEGBi",18,"native",0
21134,"물컹","mulk^G",18,"native",0
21135,"무지렁이","muzil^Gi",18,"native",0
21136,"미적지근","miz^gzigxn",18,"native",0
21137,"반도","bando",18,"native",13
21138,"번주","b^nzu",18,"native",9
21139,"방구리","baGguli",18,"native",0
21140,"부침","bucim",18,"native",11
21141,"배암","bEam",18,"native",6
21142,"벙거지","b^Gg^zi",18,"native",0
21143,"반가이","bangai",18,"native",3
21144,"사만","saman",18,"native",16
21145,"사당","sadaG",18,"native",21
21146,"시다이","sidai",18,"native",4
21147,"성에","s^GE",18,"native",20
21148,"쇠시리","s@sili",18,"native",0
21149,"수성","sus^G",18,"native",17
21150,"세모","sEmo",18,"native",15
21151,"신성","sins^G",18,"native",15
21152,"어마","^ma",18,"native",21
21153,"외로","@lo",18,"native",19
21154,"오뚝","oDug",18,"native",5
21155,"작작","zagzag",18,"native",4
21156,"절임","z^lim",18,"native",9
21157,"추레","culE",18,"native",13
21158,"토시","tosi",18,"native",15
21159,"팔매","palmE",18,"native",3
21160,"하지","hazi",18,"native",26
21161,"함빡","hamBag",18,"native",3
21162,"할아비","halabi",18,"native",0
21163,"후루룩","hululug",18,"native",0
21164,"나르키소스","nalxkisosx",17,"foreign",0
21165,"뉴딜","nUdil",17,"foreign",0
21166,"다이어리","dai^li",17,"foreign",1
21167,"델포이","dElpoi",17,"foreign",0
21168,"듀오","dUo",17,"foreign",5
21169,"뒤러","d&l^",17,"foreign",1
21170,"롤러코스터","loll^kosxt^",17,"foreign",0
21171,"마임","maim",17,"foreign",15
21172,"메달리스트","mEdallisxtx",17,"foreign",0
21173,"머드","m^dx",17,"foreign",2
21174,"모딜리아니","modilliani",17,"foreign",0
21175,"모터사이클","mot^saikxl",17,"foreign",0
21176,"발레리","ballEli",17,"foreign",0
21177,"베타카로틴","bEtakalotin",17,"foreign",0
21178,"볼리비아","bollibia",17,"foreign",0
21179,"보이콧","boikos",17,"foreign",0
21180,"셔틀","sVtxl",17,"foreign",0
21181,"솔","sol",17,"foreign",51
21182,"스토브","sxtobx",17,"foreign",1
21183,"실러","sill^",17,"foreign",6
21184,"알란","allan",17,"foreign",4
21185,"에탄올","Etanol",17,"foreign",0
21186,"오디세우스","odisEusx",17,"foreign",0
21187,"오리온","olion",17,"foreign",0
21188,"왁스","Wgsx",17,"foreign",1
21189,"와이어","Wi^",17,"foreign",7
21190,"워킹","wkiG",17,"foreign",1
21191,"인사이드","insaidx",17,"foreign",0
21192,"지드","zidx",17,"foreign",7
21193,"카라칼라","kalakalla",17,"foreign",1
21194,"캠핑","kEmpiG",17,"foreign",0
21195,"캡","kEb",17,"foreign",5
21196,"토익","toig",17,"foreign",5
21197,"킬트","kiltx",17,"foreign",1
21198,"페테르부르크","pEtElxbulxkx",17,"foreign",0
21199,"페트라","pEtxla",17,"foreign",0
21200,"포틀랜드","potxllEndx",17,"foreign",0
21201,"해저드","hEz^dx",17,"foreign",0
21202,"허버트","h^b^tx",17,"foreign",0
21203,"댈러스","dEll^sx",17,"foreign",0
21204,"다이옥신","daiogsin",17,"foreign",0
21205,"리시버","lisib^",17,"foreign",0
21206,"라벤더","labEnd^",17,"foreign",0
21207,"레지스터","lEzisxt^",17,"foreign",0
21208,"메가폰","mEgapon",17,"foreign",0
21209,"로버","lob^",17,"foreign",4
21210,"스크럼","sxkxl^m",17,"foreign",0
21211,"스포트라이트","sxpotxlaitx",17,"foreign",0
21212,"에릭슨","Eligsxn",17,"foreign",0
21213,"아이젠하워","aizEnhaw",17,"foreign",0
21214,"아모스","amosx",17,"foreign",0
21215,"카라얀","kalaAn",17,"foreign",0
21216,"캐럿","kEl^s",17,"foreign",0
21217,"칼미크","kalmikx",17,"foreign",0
21218,"트러스트","txl^sxtx",17,"foreign",0
21219,"파티션","patisVn",17,"foreign",0
21220,"팡세","paGsE",17,"foreign",3
21221,"팡파르","paGpalx",17,"foreign",0
21222,"휘슬","h&sxl",17,"foreign",0
21223,"홈패션","hompEsVn",17,"foreign",0
21224,"후드","hudx",17,"foreign",6
21225,"퓨전","pUz^n",17,"foreign",3
21226,"웹진","@bzin",17,"foreign",0
21227,"마이너리그","main^ligx",17,"foreign",0
21228,"빙켈만","biGkElman",17,"foreign",0
21229,"가격표","gagVgpO",17,"sino",0
21230,"가일","gail",17,"sino",17
21231,"가필","gapil",17,"sino",4
21232,"가족력","gazoglVg",17,"sino",0
21233,"각양","gagAG",17,"sino",4
21234,"간병인","ganbVGin",17,"sino",0
21235,"개혁가","gEhVgga",17,"sino",1
21236,"갹출","gAgcul",17,"sino",0
21237,"격일","gVgil",17,"sino",1
21238,"강보","gaGbo",17,"sino",12
21239,"강매","gaGmE",17,"sino",5
21240,"계고장","gJgozaG",17,"sino",0
21241,"경세","gVGsE",17,"sino",14
21242,"고건","gog^n",17,"sino",10
21243,"계례","gJlJ",17,"sino",4
21244,"고리대금업자","golidEgxm^bza",17,"sino",0
21245,"고속도","gosogdo",17,"sino",1
21246,"고육지책","goUgzicEg",17,"sino",0
21247,"공동보조","goGdoGbozo",17,"sino",0
21248,"공모자","goGmoza",17,"sino",1
21249,"공군기","goGgungi",17,"sino",0
21250,"광종","gWGzoG",17,"sino",3
21251,"공동선","goGdoGs^n",17,"sino",1
21252,"공백기","goGbEggi",17,"sino",0
21253,"공초","goGco",17,"sino",12
21254,"과실주","gWsilzu",17,"sino",0
21255,"관리사","gWnlisa",17,"sino",1
21256,"과학관","gWhaggWn",17,"sino",0
21257,"관곽","gWngWg",17,"sino",3
21258,"광양만","gWGAGman",17,"sino",0
21259,"교외선","gO@s^n",17,"sino",0
21260,"교회법","gOh@b^b",17,"sino",0
21261,"광물질","gWGmulzil",17,"sino",0
21262,"구내식당","gunEsigdaG",17,"sino",0
21263,"교향악","gOhAGag",17,"sino",0
21264,"구습","gusxb",17,"sino",7
21265,"교비","gObi",17,"sino",12
21266,"국번","gugb^n",17,"sino",5
21267,"굴원","gulwn",17,"sino",6
21268,"국한문","gughanmun",17,"sino",0
21269,"군졸","gunzol",17,"sino",1
21270,"굴착기","gulcaggi",17,"sino",0
21271,"권두언","gwndu^n",17,"sino",0
21272,"궁내","guGnE",17,"sino",5
21273,"귀중품","g&zuGpum",17,"sino",0
21274,"기라성","gilas^G",17,"sino",0
21275,"기조연설","gizoVns^l",17,"sino",0
21276,"기원후","giwnhu",17,"sino",0
21277,"기혼자","gihonza",17,"sino",1
21278,"길제","gilzE",17,"sino",13
21279,"김은호","gimxnho",17,"sino",0
21280,"긴박감","ginbaggam",17,"sino",0
21281,"나대","nadE",17,"sino",8
21282,"나환자","nahWnza",17,"sino",0
21283,"낙마","nagma",17,"sino",6
21284,"나미","nami",17,"sino",18
21285,"낙산","nagsan",17,"sino",4
21286,"낙선자","nags^nza",17,"sino",1
21287,"남궁","namguG",17,"sino",5
21288,"내장산","nEzaGsan",17,"sino",0
21289,"노소","noso",17,"sino",14
21290,"녹황색","noghWGsEg",17,"sino",0
21291,"농과","noGgW",17,"sino",5
21292,"농지세","noGzisE",17,"sino",0
21293,"능력주의","nxGlVgzuI",17,"sino",0
21294,"다민족","daminzog",17,"sino",0
21295,"다관","dagWn",17,"sino",7
21296,"달마","dalma",17,"sino",1
21297,"달인","dalin",17,"sino",7
21298,"대련","dElVn",17,"sino",12
21299,"대식","dEsig",17,"sino",9
21300,"대미","dEmi",17,"sino",23
21301,"도덕경","dod^ggVG",17,"sino",0
21302,"도당","dodaG",17,"sino",7
21303,"도서관장","dos^gWnzaG",17,"sino",0
21304,"도저","doz^",17,"sino",13
21305,"도학자","dohagza",17,"sino",0
